timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,,,Unique Request,Message Types,Type,Elapsed,Response Time
1.74E+12,15,/jforum/adminBoardStats/showLast/All%20page%20requests.page-570-2,200,,Admin2 2-15,text,TRUE,,6256,649,25,91,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=VKIO-VK5J-S7NY-LUZ1-HH7F-TXYU-7I1Z-0DYR,14,0,0,,,,,,,Type11,,
1.74E+12,15,/jforum/images/smilies/97ada74b88049a6d50a6ed40898a03d7.gif-368,200,,User1N 5-8,bin,TRUE,,1271,519,25,91,http://172.26.129.206:8080/jforum/images/smilies/97ada74b88049a6d50a6ed40898a03d7.gif,15,0,0,,,,,,,Type37,,
1.74E+12,12,/jforum/templates/default/images/icon_up.gif-346,200,,User1N 5-18,bin,TRUE,,599,501,25,91,http://172.26.129.206:8080/jforum/templates/default/images/icon_up.gif,12,0,0,,,,,,,Type54,,
1.74E+12,31,/jforum/ping_session.jsp-741,200,,User2N 6-7,text,TRUE,,543,553,21,97,http://172.26.129.206:8080/jforum/ping_session.jsp,31,0,0,,,,,,,Type41,,
1.74E+12,12,/jforum/ping_session.jsp-755,200,,User2N 6-17,text,TRUE,,543,548,16,91,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,11,/jforum/images/smilies/c30b4198e0907b23b8246bdd52aa1c3c.gif-372,200,,User1N 5-5,bin,TRUE,,1271,519,25,97,http://172.26.129.206:8080/jforum/images/smilies/c30b4198e0907b23b8246bdd52aa1c3c.gif,11,0,0,,,,,,,Type37,,
1.74E+12,589,/jforum/posts/list/1.page-742,200,,User2N 6-4,text,TRUE,,6244,557,16,91,http://172.26.129.206:8080/jforum/posts/list/1.page,589,0,0,,,,,,,Type47,,
1.74E+12,13,/jforum/images/smilies/2e207fad049d4d292f60607f80f05768.gif-373,200,,User1N 5-19,bin,TRUE,,1271,519,25,91,http://172.26.129.206:8080/jforum/images/smilies/2e207fad049d4d292f60607f80f05768.gif,13,0,0,,,,,,,Type37,,
1.74E+12,12,/jforum/ping_session.jsp-755,200,,User2N 6-3,text,TRUE,,543,548,16,91,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,13,/jforum/ping_session.jsp-212,200,,Admin 1-21,text,TRUE,,543,528,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,13,0,0,,,,,,,Type41,,
1.74E+12,469,/jforum/jforum.page-233,200,,Admin 1-1,text,TRUE,,16270,5079,25,97,http://172.26.129.206:8080/jforum/install.jsp,383,0,0,,,,,,,Type38,,
1.74E+12,12,/jforum/ping_session.jsp-535,200,,Admin2 2-21,text,TRUE,,543,554,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,383,/jforum/jforum.page-233-0,302,,Admin 1-1,,TRUE,,197,3814,25,97,http://172.26.129.206:8080/jforum/jforum.page,383,0,0,,,,,,,Type38,,
1.74E+12,27,/jforum/jforum.page-233-1,301,,Admin 1-1,text,TRUE,,161,655,25,97,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=LFNK-JG6J-L1FA-CLBE-6JH8-5Z50-75HM-XIKX,27,0,0,,,,,,,Type38,,
1.74E+12,48,/jforum/jforum.page-233-2,200,,Admin 1-1,text,TRUE,,15912,610,25,97,http://172.26.129.206:8080/jforum/install.jsp,28,0,9,,,,,,,Type38,,
1.74E+12,13,/jforum/posts/listByUser/3.page-414,200,,User1N 5-11,text,TRUE,,5236,554,25,91,http://172.26.129.206:8080/jforum/posts/listByUser/3.page,13,0,0,,,,,,,Type48,,
1.74E+12,59,/jforum/adminGroups/insert.page-542,200,,Admin2 2-11,text,TRUE,,6707,1784,25,91,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=FW9J-K3AI-YBW4-B01Q-WEPB-53CH-7QDM-RGFT,19,0,0,,,,,,,Type18,,
1.74E+12,19,/jforum/adminGroups/insert.page-542-0,302,,Admin2 2-11,,TRUE,,215,549,25,91,http://172.26.129.206:8080/jforum/adminGroups/insert.page,19,0,0,,,,,,,Type18,,
1.74E+12,26,/jforum/adminGroups/insert.page-542-1,302,,Admin2 2-11,,TRUE,,250,600,25,91,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=FW9J-K3AI-YBW4-B01Q-WEPB-53CH-7QDM-RGFT,26,0,0,,,,,,,Type18,,
1.74E+12,14,/jforum/adminGroups/insert.page-542-2,200,,Admin2 2-11,text,TRUE,,6242,635,25,91,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=FW9J-K3AI-YBW4-B01Q-WEPB-53CH-7QDM-RGFT,13,0,0,,,,,,,Type18,,
1.74E+12,562,/jforum/images/smilies/0a4d7238daa496a758252d0a2b1a1384.gif-366,200,,User1N 5-22,bin,TRUE,,1271,519,25,91,http://172.26.129.206:8080/jforum/images/smilies/0a4d7238daa496a758252d0a2b1a1384.gif,562,0,0,,,,,,,Type37,,
1.74E+12,29,/jforum/templates/default/images/xml_button.gif-339,200,,User1N 5-17,bin,TRUE,,897,509,25,97,http://172.26.129.206:8080/jforum/templates/default/images/xml_button.gif,29,0,0,,,,,,,Type54,,
1.74E+12,12,/jforum/ping_session.jsp-260,200,,Admin 1-3,text,TRUE,,543,529,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,12,/jforum/ping_session.jsp-260,200,,Admin 1-8,text,TRUE,,543,529,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,12,/jforum/images/smilies/9d71f0541cff0a302a0309c5079e8dee.gif-362,200,,User1N 5-7,bin,TRUE,,1271,519,25,91,http://172.26.129.206:8080/jforum/images/smilies/9d71f0541cff0a302a0309c5079e8dee.gif,12,0,0,,,,,,,Type37,,
1.74E+12,13,/jforum/images/smilies/97ada74b88049a6d50a6ed40898a03d7.gif-368,200,,User1N 5-20,bin,TRUE,,1271,519,25,91,http://172.26.129.206:8080/jforum/images/smilies/97ada74b88049a6d50a6ed40898a03d7.gif,13,0,0,,,,,,,Type37,,
1.74E+12,97,/jforum/jforum.page-544,200,,Admin2 2-23,text,TRUE,,16270,2129,25,91,http://172.26.129.206:8080/jforum/install.jsp,35,0,0,,,,,,,Type38,,
1.74E+12,13,/jforum/ping_session.jsp-571,200,,Admin2 2-18,text,TRUE,,543,582,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,13,0,0,,,,,,,Type41,,
1.74E+12,35,/jforum/jforum.page-544-0,302,,Admin2 2-23,,TRUE,,197,820,25,91,http://172.26.129.206:8080/jforum/jforum.page,35,0,0,,,,,,,Type38,,
1.74E+12,15,/jforum/jforum.page-544-1,301,,Admin2 2-23,text,TRUE,,161,677,25,91,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=UA13-LJNC-JUP7-TTHA-9LOB-N6PW-MEZA-AFGU,14,0,0,,,,,,,Type38,,
1.74E+12,14,/jforum/forums/show/1.page-752,200,,User2N 6-20,text,TRUE,,5275,558,16,91,http://172.26.129.206:8080/jforum/forums/show/1.page,14,0,0,,,,,,,Type34,,
1.74E+12,41,/jforum/jforum.page-544-2,200,,Admin2 2-23,text,TRUE,,15912,632,25,91,http://172.26.129.206:8080/jforum/install.jsp,33,0,17,,,,,,,Type38,,
1.74E+12,57,/jforum/adminModeration/list.page-225,200,,Admin 1-11,text,TRUE,,6713,1744,25,91,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=06HV-WX9F-Q5K2-FFQ1-KXSJ-85CW-QQIX-Q1Y0,15,0,0,,,,,,,Type21,,
1.74E+12,15,/jforum/adminModeration/list.page-225-0,302,,Admin 1-11,,TRUE,,215,537,25,91,http://172.26.129.206:8080/jforum/adminModeration/list.page,15,0,0,,,,,,,Type21,,
1.74E+12,26,/jforum/adminModeration/list.page-225-1,302,,Admin 1-11,,TRUE,,250,586,25,91,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=06HV-WX9F-Q5K2-FFQ1-KXSJ-85CW-QQIX-Q1Y0,26,0,0,,,,,,,Type21,,
1.74E+12,15,/jforum/adminModeration/list.page-225-2,200,,Admin 1-11,text,TRUE,,6248,621,25,91,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=06HV-WX9F-Q5K2-FFQ1-KXSJ-85CW-QQIX-Q1Y0,14,0,0,,,,,,,Type21,,
1.74E+12,51,/jforum/forums/list.page-764,200,,User2N 6-2,text,TRUE,,27908,628,16,91,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,32,0,0,,,,,,,Type32,,
1.74E+12,15,/jforum/hottestTopics/list.page-391,200,,User1N 5-12,text,TRUE,,5642,563,25,91,http://172.26.129.206:8080/jforum/hottestTopics/list.page,15,0,0,,,,,,,Type36,,
1.74E+12,563,/jforum/jforum.page-560,200,,Admin2 2-6,text,TRUE,,16270,2118,25,91,http://172.26.129.206:8080/jforum/install.jsp,515,0,0,,,,,,,Type38,,
1.74E+12,515,/jforum/jforum.page-560-0,302,,Admin2 2-6,,TRUE,,197,805,25,91,http://172.26.129.206:8080/jforum/jforum.page,515,0,0,,,,,,,Type38,,
1.74E+12,14,/jforum/jforum.page-560-1,301,,Admin2 2-6,text,TRUE,,161,679,25,91,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=F4WL-LC4D-YWXW-JQZP-7RK9-LJIL-K9QB-JZNS,14,0,0,,,,,,,Type38,,
1.74E+12,32,/jforum/jforum.page-560-2,200,,Admin2 2-6,text,TRUE,,15912,634,25,91,http://172.26.129.206:8080/jforum/install.jsp,25,0,12,,,,,,,Type38,,
1.74E+12,61,/jforum/jforum.page-560,200,,Admin2 2-14,text,TRUE,,16270,2118,25,91,http://172.26.129.206:8080/jforum/install.jsp,14,0,0,,,,,,,Type38,,
1.74E+12,14,/jforum/jforum.page-560-0,302,,Admin2 2-14,,TRUE,,197,805,25,91,http://172.26.129.206:8080/jforum/jforum.page,14,0,0,,,,,,,Type38,,
1.74E+12,14,/jforum/jforum.page-560-1,301,,Admin2 2-14,text,TRUE,,161,679,25,91,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=E71T-STRO-Z872-4AQW-BZ8J-4GV2-HM9T-D2XW,14,0,0,,,,,,,Type38,,
1.74E+12,32,/jforum/jforum.page-560-2,200,,Admin2 2-14,text,TRUE,,15912,634,25,91,http://172.26.129.206:8080/jforum/install.jsp,25,0,12,,,,,,,Type38,,
1.74E+12,12,/jforum/templates/default/images/unwatch.gif-425,200,,User1N 5-25,bin,TRUE,,1231,501,25,91,http://172.26.129.206:8080/jforum/templates/default/images/unwatch.gif,12,0,0,,,,,,,Type54,,
1.74E+12,14,/jforum/ping_session.jsp-404,200,,User1N 5-15,text,TRUE,,543,544,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,14,0,0,,,,,,,Type41,,
1.74E+12,11,/jforum/ping_session.jsp-392,200,,User1N 5-13,text,TRUE,,543,554,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,11,0,0,,,,,,,Type41,,
1.74E+12,11,/jforum/templates/default/images/msg_sentbox.gif-403,200,,User1N 5-16,bin,TRUE,,854,501,25,91,http://172.26.129.206:8080/jforum/templates/default/images/msg_sentbox.gif,11,0,0,,,,,,,Type54,,
1.74E+12,9,/jforum/ping_session.jsp-571,200,,Admin2 2-7,text,TRUE,,543,582,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,9,0,0,,,,,,,Type41,,
1.74E+12,15,/jforum/ping_session.jsp-747,200,,User2N 6-21,text,TRUE,,543,551,16,91,http://172.26.129.206:8080/jforum/ping_session.jsp,15,0,0,,,,,,,Type41,,
1.74E+12,15,/jforum/ping_session.jsp-753,200,,User2N 6-19,text,TRUE,,543,549,16,91,http://172.26.129.206:8080/jforum/ping_session.jsp,15,0,0,,,,,,,Type41,,
1.74E+12,12,/jforum/ping_session.jsp-394,200,,User1N 5-23,text,TRUE,,543,554,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,16,/jforum/hottestTopics/list.page-391,200,,User1N 5-4,text,TRUE,,5642,563,25,91,http://172.26.129.206:8080/jforum/hottestTopics/list.page,16,0,0,,,,,,,Type36,,
1.74E+12,12,/jforum/ping_session.jsp-239,200,,Admin 1-7,text,TRUE,,543,547,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,11,/jforum/ping_session.jsp-571,200,,Admin2 2-15,text,TRUE,,543,582,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,11,0,0,,,,,,,Type41,,
1.74E+12,16,/jforum/posts/list/1.page-742,200,,User2N 6-5,text,TRUE,,6244,557,16,91,http://172.26.129.206:8080/jforum/posts/list/1.page,16,0,0,,,,,,,Type47,,
1.74E+12,10,/jforum/ping_session.jsp-415,200,,User1N 5-11,text,TRUE,,543,554,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,10,0,0,,,,,,,Type41,,
1.74E+12,13,/jforum/templates/default/images/icon_minipost_new.gif-345,200,,User1N 5-18,bin,TRUE,,367,511,25,91,http://172.26.129.206:8080/jforum/templates/default/images/icon_minipost_new.gif,13,0,0,,,,,,,Type54,,
1.74E+12,13,/jforum/images/smilies/b2eb59423fbf5fa39342041237025880.gif-367,200,,User1N 5-8,bin,TRUE,,1271,519,25,91,http://172.26.129.206:8080/jforum/images/smilies/b2eb59423fbf5fa39342041237025880.gif,13,0,0,,,,,,,Type37,,
1.74E+12,13,/jforum/images/smilies/2e207fad049d4d292f60607f80f05768.gif-373,200,,User1N 5-5,bin,TRUE,,1271,519,25,91,http://172.26.129.206:8080/jforum/images/smilies/2e207fad049d4d292f60607f80f05768.gif,13,0,0,,,,,,,Type37,,
1.74E+12,14,/jforum/user/edit/4.page-756,200,,User2N 6-17,text,TRUE,,5236,551,16,91,http://172.26.129.206:8080/jforum/user/edit/4.page,14,0,0,,,,,,,Type57,,
1.74E+12,13,/jforum/images/smilies/908627bbe5e9f6a080977db8c365caff.gif-374,200,,User1N 5-19,bin,TRUE,,1271,519,25,91,http://172.26.129.206:8080/jforum/images/smilies/908627bbe5e9f6a080977db8c365caff.gif,13,0,0,,,,,,,Type37,,
1.74E+12,15,/jforum/posts/list/1.page-742,200,,User2N 6-7,text,TRUE,,6244,557,16,91,http://172.26.129.206:8080/jforum/posts/list/1.page,14,0,0,,,,,,,Type47,,
1.74E+12,14,/jforum/ping_session.jsp-743,200,,User2N 6-4,text,TRUE,,543,548,16,91,http://172.26.129.206:8080/jforum/ping_session.jsp,14,0,0,,,,,,,Type41,,
1.74E+12,13,/jforum/ping_session.jsp-234,200,,Admin 1-1,text,TRUE,,543,522,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,13,0,0,,,,,,,Type41,,
1.74E+12,13,/jforum/ping_session.jsp-543,200,,Admin2 2-11,text,TRUE,,543,554,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,13,0,0,,,,,,,Type41,,
1.74E+12,12,/jforum/images/smilies/97ada74b88049a6d50a6ed40898a03d7.gif-368,200,,User1N 5-22,bin,TRUE,,1271,519,25,91,http://172.26.129.206:8080/jforum/images/smilies/97ada74b88049a6d50a6ed40898a03d7.gif,12,0,0,,,,,,,Type37,,
1.74E+12,36,/jforum/templates/default/images/logo.jpg-255,200,,Admin 1-15,bin,TRUE,,25953,477,25,91,http://172.26.129.206:8080/jforum/templates/default/images/logo.jpg,17,0,0,,,,,,,Type54,,
1.74E+12,15,/jforum/user/edit/4.page-756,200,,User2N 6-3,text,TRUE,,5236,551,16,91,http://172.26.129.206:8080/jforum/user/edit/4.page,14,0,0,,,,,,,Type57,,
1.74E+12,11,/jforum/images/smilies/b2eb59423fbf5fa39342041237025880.gif-367,200,,User1N 5-20,bin,TRUE,,1271,519,25,91,http://172.26.129.206:8080/jforum/images/smilies/b2eb59423fbf5fa39342041237025880.gif,11,0,0,,,,,,,Type37,,
1.74E+12,11,/jforum/ping_session.jsp-545,200,,Admin2 2-23,text,TRUE,,543,542,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,11,0,0,,,,,,,Type41,,
1.74E+12,12,/jforum/images/smilies/ed515dbff23a0ee3241dcc0a601c9ed6.gif-363,200,,User1N 5-7,bin,TRUE,,1271,519,25,91,http://172.26.129.206:8080/jforum/images/smilies/ed515dbff23a0ee3241dcc0a601c9ed6.gif,12,0,0,,,,,,,Type37,,
1.74E+12,50,/jforum/adminForums/list.page-213,200,,Admin 1-24,text,TRUE,,6713,1740,25,91,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=3D55-JBFN-FZXW-JBZD-B9Z1-HVTE-NOSH-53H6,23,0,0,,,,,,,Type16,,
1.74E+12,23,/jforum/adminForums/list.page-213-0,302,,Admin 1-24,,TRUE,,215,533,25,91,http://172.26.129.206:8080/jforum/adminForums/list.page,23,0,0,,,,,,,Type16,,
1.74E+12,12,/jforum/adminForums/list.page-213-1,302,,Admin 1-24,,TRUE,,250,586,25,91,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=3D55-JBFN-FZXW-JBZD-B9Z1-HVTE-NOSH-53H6,12,0,0,,,,,,,Type16,,
1.74E+12,15,/jforum/adminForums/list.page-213-2,200,,Admin 1-24,text,TRUE,,6248,621,25,91,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=3D55-JBFN-FZXW-JBZD-B9Z1-HVTE-NOSH-53H6,15,0,0,,,,,,,Type16,,
1.74E+12,11,/jforum/ping_session.jsp-561,200,,Admin2 2-6,text,TRUE,,543,542,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,11,0,0,,,,,,,Type41,,
1.74E+12,11,/jforum/ping_session.jsp-767,200,,User2N 6-2,text,TRUE,,543,619,16,91,http://172.26.129.206:8080/jforum/ping_session.jsp,11,0,0,,,,,,,Type41,,
1.74E+12,11,/jforum/ping_session.jsp-561,200,,Admin2 2-14,text,TRUE,,543,542,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,11,0,0,,,,,,,Type41,,
1.74E+12,12,/jforum/ping_session.jsp-392,200,,User1N 5-12,text,TRUE,,543,554,25,91,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,13,/jforum/ping_session.jsp-753,200,,User2N 6-20,text,TRUE,,543,549,16,91,http://172.26.129.206:8080/jforum/ping_session.jsp,13,0,0,,,,,,,Type41,,
1.74E+12,11,/jforum/templates/default/images/en_US/post.gif-405,200,,User1N 5-15,bin,TRUE,,1874,521,25,91,http://172.26.129.206:8080/jforum/templates/default/images/en_US/post.gif,11,0,0,,,,,,,Type54,,
1.74E+12,53,/jforum/adminGroups/insert.page-542,200,,Admin2 2-25,text,TRUE,,6707,1784,25,90,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=CO5X-0QA6-R4GD-94T1-6GQ2-HYLA-1NAX-W3DF,24,0,0,,,,,,,Type18,,
1.74E+12,24,/jforum/adminGroups/insert.page-542-0,302,,Admin2 2-25,,TRUE,,215,549,25,90,http://172.26.129.206:8080/jforum/adminGroups/insert.page,24,0,0,,,,,,,Type18,,
1.74E+12,13,/jforum/adminGroups/insert.page-542-1,302,,Admin2 2-25,,TRUE,,250,600,25,90,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=CO5X-0QA6-R4GD-94T1-6GQ2-HYLA-1NAX-W3DF,13,0,0,,,,,,,Type18,,
1.74E+12,15,/jforum/adminGroups/insert.page-542-2,200,,Admin2 2-25,text,TRUE,,6242,635,25,90,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=CO5X-0QA6-R4GD-94T1-6GQ2-HYLA-1NAX-W3DF,15,0,0,,,,,,,Type18,,
1.74E+12,14,/jforum/ping_session.jsp-226,200,,Admin 1-11,text,TRUE,,543,536,25,90,http://172.26.129.206:8080/jforum/ping_session.jsp,14,0,0,,,,,,,Type41,,
1.74E+12,31,/jforum/posts/listByUser/4.page-738,200,,User2N 6-18,text,TRUE,,5236,554,21,97,http://172.26.129.206:8080/jforum/posts/listByUser/4.page,31,0,0,,,,,,,Type48,,
1.74E+12,580,/jforum/images/smilies/385970365b8ed7503b4294502a458efa.gif-365,200,,User1N 5-10,bin,TRUE,,1271,519,25,90,http://172.26.129.206:8080/jforum/images/smilies/385970365b8ed7503b4294502a458efa.gif,580,0,0,,,,,,,Type37,,
1.74E+12,43,/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z-217-2,200,,Admin 1-25,text,TRUE,,15912,563,25,97,http://172.26.129.206:8080/jforum/install.jsp,30,0,18,,,,,,,Type38,,
1.74E+12,24,/jforum/adminSpamBlock/list.page-248-1,302,,Admin 1-20,,TRUE,,250,586,25,97,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=94OT-NFFY-PNNE-C4YS-6BCZ-GV6G-Z6T7-X5FD,24,0,0,,,,,,,Type27,,
1.74E+12,16,/jforum/adminSpamBlock/list.page-248-2,200,,Admin 1-20,text,TRUE,,6248,621,25,97,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=94OT-NFFY-PNNE-C4YS-6BCZ-GV6G-Z6T7-X5FD,15,0,0,,,,,,,Type27,,
1.74E+12,26,/jforum/posts/reply/0/1.page-744,200,,User2N 6-16,text,TRUE,,6240,555,21,97,http://172.26.129.206:8080/jforum/posts/reply/0/1.page,13,0,0,,,,,,,Type50,,
1.74E+12,582,/jforum/ping_session.jsp-543,200,,Admin2 2-13,text,TRUE,,543,554,25,90,http://172.26.129.206:8080/jforum/ping_session.jsp,582,0,0,,,,,,,Type41,,
1.74E+12,605,/jforum/captcha/generate/1733112784357.page-745,200,,User2N 6-8,,TRUE,,6464,503,15,90,http://172.26.129.206:8080/jforum/captcha/generate/1733112784357.page,605,0,0,,,,,,,Type31,,
1.74E+12,14,/jforum/captcha/generate/1733111591003.page-426,200,,User1N 5-25,,TRUE,,1772,500,25,90,http://172.26.129.206:8080/jforum/captcha/generate/1733111591003.page,14,0,0,,,,,,,Type31,,
1.74E+12,74,/jforum/jforum.page-578,200,,Admin2 2-3,text,TRUE,,6720,2188,25,97,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=S3B1-6U81-NXJT-ZARP-KGUF-SY8B-3NG6-D1II,21,0,0,,,,,,,Type38,,
1.74E+12,21,/jforum/jforum.page-578-0,302,,Admin2 2-3,,TRUE,,215,761,25,97,http://172.26.129.206:8080/jforum/jforum.page,21,0,0,,,,,,,Type38,,
1.74E+12,14,/jforum/jforum.page-578-1,302,,Admin2 2-3,,TRUE,,250,696,25,97,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=S3B1-6U81-NXJT-ZARP-KGUF-SY8B-3NG6-D1II,14,0,0,,,,,,,Type38,,
1.74E+12,37,/jforum/jforum.page-578-2,200,,Admin2 2-3,text,TRUE,,6255,731,25,97,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=S3B1-6U81-NXJT-ZARP-KGUF-SY8B-3NG6-D1II,37,0,0,,,,,,,Type38,,
1.74E+12,13,/jforum/ping_session.jsp-404,200,,User1N 5-16,text,TRUE,,543,544,25,90,http://172.26.129.206:8080/jforum/ping_session.jsp,13,0,0,,,,,,,Type41,,
1.74E+12,13,/jforum/ping_session.jsp-392,200,,User1N 5-4,text,TRUE,,543,554,25,90,http://172.26.129.206:8080/jforum/ping_session.jsp,13,0,0,,,,,,,Type41,,
1.74E+12,15,/jforum/hottestTopics/list.page-393,200,,User1N 5-13,text,TRUE,,5642,564,25,90,http://172.26.129.206:8080/jforum/hottestTopics/list.page,15,0,0,,,,,,,Type36,,
1.74E+12,11,/jforum/templates/default/images/icon_mini_profile.gif-256,200,,Admin 1-5,bin,TRUE,,481,490,25,97,http://172.26.129.206:8080/jforum/templates/default/images/icon_mini_profile.gif,10,0,0,,,,,,,Type54,,
1.74E+12,75,/jforum/adminRankings/list.page-227,200,,Admin 1-18,text,TRUE,,6713,1742,25,97,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=RM22-NN7Z-JWZD-QZ56-N37F-HVSP-TSRH-DT6Q,18,0,0,,,,,,,Type23,,
1.74E+12,18,/jforum/adminRankings/list.page-227-0,302,,Admin 1-18,,TRUE,,215,535,25,97,http://172.26.129.206:8080/jforum/adminRankings/list.page,18,0,0,,,,,,,Type23,,
1.74E+12,21,/jforum/adminRankings/list.page-227-1,302,,Admin 1-18,,TRUE,,250,586,25,97,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=RM22-NN7Z-JWZD-QZ56-N37F-HVSP-TSRH-DT6Q,21,0,0,,,,,,,Type23,,
1.74E+12,27,/jforum/adminRankings/list.page-227-2,200,,Admin 1-18,text,TRUE,,6248,621,25,97,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=RM22-NN7Z-JWZD-QZ56-N37F-HVSP-TSRH-DT6Q,27,0,0,,,,,,,Type23,,
1.74E+12,36,/jforum/forums/list.page-764,200,,User2N 6-11,text,TRUE,,27908,628,21,97,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,22,0,0,,,,,,,Type32,,
1.74E+12,13,/jforum/jforum.page-582-2,200,,Admin2 2-4,text,TRUE,,6242,718,25,97,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=OZPQ-SGAC-QKFR-G6OG-ZXUC-Q4ON-3N05-VBMQ,13,0,0,,,,,,,Type38,,
1.74E+12,13,/jforum/ping_session.jsp-565,200,,Admin2 2-16,text,TRUE,,543,555,25,97,http://172.26.129.206:8080/jforum/ping_session.jsp,10,0,0,,,,,,,Type41,,
1.74E+12,23,/jforum/adminBoardStats/showLast/All%20page%20requests.page-570-0,302,,Admin2 2-2,,TRUE,,215,591,25,97,http://172.26.129.206:8080/jforum/adminBoardStats/showLast/All%20page%20requests.page,23,0,0,,,,,,,Type11,,
1.74E+12,15,/jforum/adminBoardStats/showLast/All%20page%20requests.page-570-1,302,,Admin2 2-2,,TRUE,,250,614,25,97,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=EDAF-T7G4-DOQ6-0GTF-GDWV-HLH8-QVPB-HB0U,15,0,0,,,,,,,Type11,,
1.74E+12,72,/jforum/jforum.page-560,200,,Admin2 2-19,text,TRUE,,16270,2118,25,97,http://172.26.129.206:8080/jforum/install.jsp,18,0,0,,,,,,,Type38,,
